X-axis angular rate(°/s),Z-axis angular rate(°/s),Z-axis angular rate(°/s),X-axis acceleration(m/s2),Z-axis acceleration(m/s2),Y-axis acceleration(m/s2),Number of satellites,HDOP,GNSS North Velocity(m/s),GNSS UP Velocity(m/s),GNSS East Velocity(m/s),GNSS height(m),GNSS longitude(°),GNSS latitude(°),Barometer height(m),GNSS calculation of heading(°)
16.987257,19.266371,9.749515,0.805763,6.148572,0.174766,0,0,0,0,0,0,0,0,50.273094,0
13.018147,18.255674,7.190286,1.055128,5.574738,-0.151328,0,0,0,0,0,0,0,0,50.273094,0
9.258041,17.40225,4.116076,1.258277,6.073808,-0.530904,0,0,0,0,0,0,0,0,50.273094,0
9.697228,16.866987,1.186056,1.306492,6.343691,-0.935516,0,0,0,0,0,0,0,0,50.273094,0
7.895827,16.332823,-2.869754,0.839653,7.2421,-1.436735,0,0,0,0,0,0,0,0,50.273094,0
5.562036,15.841711,-4.631181,0.338025,9.650902,-1.261856,0,0,0,0,0,0,0,0,50.273094,0
8.845738,15.900801,-6.470053,-0.078503,9.505154,-1.504404,0,0,0,0,0,0,0,0,50.273094,0
5.116192,16.396755,-9.166065,-0.95825,9.118377,-2.361418,0,0,0,0,0,0,0,0,50.273094,0
-1.022716,16.557877,-5.7367,-1.820889,11.912683,-2.426284,0,0,0,0,0,0,0,0,50.273094,0
2.537281,16.589487,-1.015235,-2.142615,13.532289,-2.315713,0,0,0,0,0,0,0,0,50.273094,0
5.413755,16.958527,-0.093078,-2.227394,13.239669,-2.433807,0,0,0,0,0,0,0,0,50.273094,0
2.912882,17.521729,0.042283,-2.370639,13.064271,-2.336785,0,0,0,0,0,0,0,0,50.273094,0
1.940674,18.34503,3.88979,-2.419278,12.200342,-2.605368,0,0,0,0,0,0,0,0,50.273094,0
-1.809206,19.133785,7.8912,-1.970771,11.850445,-2.642051,0,0,0,0,0,0,0,0,50.273094,0
-3.451856,19.634178,10.958479,-1.452829,12.11584,-2.012309,0,0,0,0,0,0,0,0,50.291798,0
-1.566021,20.40082,11.55793,-0.91496,10.953737,-1.704536,0,0,0,0,0,0,0,0,50.291798,0
-1.911929,21.319319,9.2532,-0.665401,8.854575,-1.777332,0,0,0,0,0,0,0,0,50.291798,0
-5.548208,21.761984,9.667985,-0.333235,8.560631,-1.545508,0,0,0,0,0,0,0,0,50.291798,0
-4.705039,21.883406,10.668514,0.338259,8.129431,-0.973236,0,0,0,0,0,0,0,0,50.291798,0
-2.487582,22.18125,6.770183,0.732944,6.718116,-0.831157,0,0,0,0,0,0,0,0,50.291798,0
-7.147973,22.764984,3.275928,0.728589,7.275859,-0.533967,0,0,0,0,0,0,0,0,50.291798,0
-6.08131,23.138807,2.367057,0.831167,8.296481,-0.215941,0,0,0,0,0,0,0,0,50.291798,0
-0.989315,23.026133,-0.818926,0.616054,7.512023,-0.430678,0,0,0,0,0,0,0,0,50.291798,0
-3.038532,23.153301,-3.39264,0.27589,7.63779,-0.198533,0,0,0,0,0,0,0,0,50.291798,0
-5.50139,23.450184,-3.761002,-0.108797,9.224537,0.220082,0,0,0,0,0,0,0,0,50.291798,0
-2.885146,23.262552,-3.543617,-0.360002,10.005616,0.12882,0,0,0,0,0,0,0,0,50.291798,0
-2.132213,22.932632,-3.560317,-0.702173,9.798488,0.049266,0,0,0,0,0,0,0,0,50.291798,0
-3.640686,22.726944,-2.8711,-1.206366,10.599748,0.361233,0,0,0,0,0,0,0,0,50.291798,0
-2.643148,22.494902,-0.073384,-1.312827,11.926388,0.564448,0,0,0,0,0,0,0,0,50.291798,0
-0.952597,21.999662,1.713392,-1.246824,12.013327,0.615845,0,0,0,0,0,0,0,0,50.291798,0
0.872304,21.468199,3.304152,-1.21415,11.241065,0.593124,0,0,0,0,0,0,0,0,50.291798,0
2.684502,21.195337,4.81885,-0.884058,10.543412,0.430867,0,0,0,0,0,0,0,0,50.291798,0
2.091932,20.950029,5.736098,-0.451287,11.240998,0.572656,0,0,0,0,0,0,0,0,50.291798,0
3.437903,20.872868,6.312459,-0.253386,11.084798,0.813556,0,0,0,0,0,0,0,0,50.291798,0
7.914773,20.985983,5.240875,-0.141357,9.108463,0.202814,0,0,0,0,0,42.366577,0,0,50.194031,0
6.983171,20.906355,4.325336,0.19514,8.545088,-0.274222,0,0,0,0,0,42.366577,0,0,50.194031,0
3.921579,21.001686,4.237739,0.299355,9.301208,0.128598,0,0,0,0,0,42.366577,0,0,50.194031,0
6.003284,21.405466,3.085619,0.174378,9.177187,0.126501,0,0,0,0,0,42.366577,0,0,50.194031,0
8.934772,21.481213,1.247567,0.195399,8.193665,-0.706475,0,0,0,0,0,42.366577,0,0,50.194031,0
5.454707,21.380884,0.118593,-0.003524,7.935275,-0.928585,0,0,0,0,0,42.366577,0,0,50.194031,0
2.624389,21.412298,0.163389,-0.330535,8.954189,-0.507335,0,0,0,0,0,42.366577,0,0,50.194031,0
4.638955,21.067747,0.773993,-0.392116,9.52702,-0.987716,0,0,0,0,0,42.366577,0,0,50.194031,0
2.965669,20.355982,-0.252821,-0.3884,10.051493,-1.686873,0,0,0,0,0,42.366577,0,0,50.194031,0
0.820551,19.632742,-0.310413,-0.572396,10.824376,-1.524714,0,0,0,0,0,42.366577,0,0,50.194031,0
1.025704,18.83675,-1.354349,-0.713352,10.96571,-1.582417,0,0,0,0,0,42.366577,0,0,50.194031,0
-2.17668,18.155527,-2.755215,-0.959122,11.509804,-1.84843,0,0,0,0,0,42.366577,0,0,50.194031,0
-2.68814,17.674339,-1.362532,-1.143127,11.41923,-1.871263,0,0,0,0,0,42.366577,0,0,50.194031,0
-1.981699,17.24437,-0.907419,-1.032716,10.199715,-2.122348,0,0,0,0,0,42.366577,0,0,50.194031,0
-6.997088,16.918348,-1.091977,-0.969623,10.845202,-2.029666,0,0,0,0,0,42.366577,0,0,50.194031,0
-9.153977,16.565533,0.464251,-0.98973,12.384676,-1.530157,0,0,0,0,0,42.366577,0,0,50.194031,0
-5.408326,16.30365,0.96269,-0.90764,10.95432,-1.490184,0,0,0,0,0,42.366577,0,0,50.194031,0
-3.480711,16.400578,-1.337667,-0.789142,8.447689,-1.527242,0,0,0,0,0,42.366577,0,0,50.194031,0
-6.590254,16.594707,-0.586335,-0.986531,7.878599,-1.214163,0,0,0,0,0,42.366577,0,0,50.194031,0
-12.123055,16.905674,4.190948,-0.88569,8.73058,-0.646964,0,0,0,0,0,42.366577,0,0,50.194031,0
-12.065414,17.124681,4.784944,-0.489195,9.649072,-0.006825,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-7.231486,16.773298,3.728157,-0.364365,8.771598,0.161637,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-7.428194,16.084904,3.436668,-0.14102,7.578053,0.207635,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-11.957964,15.30679,3.73731,0.027138,9.312569,0.911691,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-9.534126,14.79172,4.166236,0.182956,10.487885,1.571151,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-5.128819,14.41728,0.901042,0.24263,9.332067,1.392007,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-5.390807,13.780963,-0.864652,-0.022704,8.855474,1.268981,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-4.890585,13.164104,0.670101,-0.056684,9.587142,1.346711,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-3.847398,12.569112,0.454473,0.042845,10.443952,1.145468,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-5.540984,11.636811,-1.497263,-0.192185,11.887346,0.806344,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-5.12108,10.746737,-2.329972,-0.511408,12.812625,0.640758,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
0.495796,10.040208,-4.54343,-0.524818,11.278681,0.155591,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
0.789626,9.15158,-8.56962,-0.92171,10.263781,-0.437213,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-3.26957,8.384961,-6.989871,-1.39444,11.018869,-0.475536,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-6.099662,8.196868,-3.496818,-1.174961,10.639081,-0.566085,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-8.168204,8.389522,-4.596162,-1.203617,10.037934,-0.807671,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-6.658497,8.518779,-2.91275,-1.45498,9.725481,-0.852865,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-3.324629,8.548136,-1.226318,-1.275951,8.492282,-0.962957,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-5.124636,8.809873,-0.995857,-1.255487,8.824262,-0.795897,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-6.550817,9.360755,1.774873,-1.165578,9.163043,-0.418913,7,3.361514,-0.694246,-0.266774,0.563753,42.680485,116.3405479,40.0035761,50.263161,0
-4.137545,9.96085,1.939355,-0.891043,7.697941,-0.724183,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-6.833198,10.396221,2.112544,-0.791106,7.25991,-0.926808,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-10.146554,10.483518,4.680973,-0.611167,8.53918,-0.234205,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-8.595969,9.942043,4.98815,-0.297934,9.3074,0.242671,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-9.921303,8.985522,3.250005,-0.067552,9.157335,0.197489,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-12.332322,7.964254,3.415046,0.109578,9.789137,0.363676,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-11.118036,6.938936,3.454696,0.352708,10.200137,0.650447,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-9.404955,6.001339,0.375586,0.354572,10.572139,1.049159,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-8.705563,5.115539,-1.724612,0.181198,10.992879,1.415373,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-7.236897,4.325158,-2.637663,0.020467,9.968361,1.308404,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-7.857127,3.803778,-3.275026,-0.272363,9.666916,1.151157,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-8.195702,3.475348,-1.932403,-0.523217,10.905544,1.494251,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-3.954912,3.329825,-0.410935,-0.450343,11.212503,1.802092,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-0.115382,3.696459,-1.713694,-0.350465,9.661775,1.856333,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-0.581551,4.575217,-2.419014,-0.575244,8.424474,1.590823,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
-2.098504,5.589197,0.934029,-0.658124,9.425633,1.461521,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
1.625911,6.445331,3.847289,-0.300753,10.830297,1.813677,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
7.806005,7.244444,0.863408,-0.111375,9.939137,1.918373,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
9.40853,8.034579,-2.594753,-0.264805,8.32501,1.389353,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
7.141333,8.341703,-1.249883,-0.224812,8.102987,0.709279,7,3.196807,-0.694575,-0.249717,0.638589,43.479042,116.3405566,40.0035798,50.247952,0
4.658902,8.138079,1.061589,-0.044026,9.560143,0.801293,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
7.17883,7.949747,-0.383525,-0.153693,10.586574,1.236328,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
10.980783,7.5471,-3.427551,-0.445951,10.373875,0.623687,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
9.985012,6.808177,-3.035976,-0.528316,10.540135,0.001641,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
10.810323,6.299675,-1.521128,-0.72898,9.684521,-0.059392,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
10.258511,6.007143,-1.724809,-1.028555,8.805684,-0.375975,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
4.920068,5.708553,0.555819,-1.11247,10.080373,-0.593033,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
3.072198,5.576193,4.444507,-0.895066,10.815943,-0.629194,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
6.449844,5.45423,4.400443,-0.773512,9.247206,-1.048198,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
6.123467,5.123326,3.152342,-0.699427,8.612283,-1.346239,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
1.221486,4.897079,4.567821,-0.428428,9.911124,-1.103676,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
0.662428,4.801177,6.05899,-0.072843,10.436133,-1.162513,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
2.610979,4.613927,3.719805,0.213929,9.419685,-1.700083,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
1.088429,4.377771,-0.151843,0.142302,9.650371,-1.672495,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
-1.089187,4.123237,-0.578376,0.051585,11.028491,-1.212671,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
-1.064399,4.084859,-0.760088,0.16878,10.447175,-1.285732,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
-2.741347,4.420439,-3.439482,-0.05513,9.077996,-1.652077,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
-7.39396,4.869807,-3.803417,-0.462463,9.903443,-1.338896,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
-7.101623,5.058357,-1.518759,-0.471796,10.924278,-0.722021,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
-5.554903,5.07405,-2.147126,-0.509756,9.781068,-0.528468,8,2.399337,-0.779756,-0.174047,0.343847,45.299683,116.3405529,40.0035756,50.213791,0
-6.795122,5.01026,-2.896745,-0.833279,8.525485,-0.437282,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
-8.26161,4.984288,-1.035369,-0.868868,8.822963,-0.242326,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
-7.97296,5.04403,0.943145,-0.817184,9.896358,0.241834,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
-4.719593,5.050932,1.999646,-0.735609,9.67626,0.583914,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
-3.883655,5.266596,1.359431,-0.4742,8.971201,0.46232,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
-6.90793,6.126994,1.491272,-0.083131,10.180009,0.632918,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
-6.716222,7.29803,1.957327,-0.004051,11.514316,1.124828,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
-3.087729,8.393752,-0.122644,-0.261127,11.482615,1.266338,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
0.144504,9.586414,-3.286473,-0.466933,11.273019,1.511051,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
4.940175,10.585492,-5.288724,-0.654182,9.95155,1.635847,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
5.870358,11.073613,-5.608803,-1.099062,8.229108,1.1376,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
1.137797,11.26382,-1.461831,-1.244204,8.897945,1.036813,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
0.909427,11.219401,2.056013,-0.729845,11.054716,1.645624,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
7.9591,11.140875,-0.147205,-0.509027,10.674774,1.672987,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
13.880791,11.170903,-4.739195,-0.815131,8.72083,1.025287,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
13.493145,10.81268,-4.110475,-1.098457,8.279696,0.592717,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
10.288252,10.280962,0.391652,-0.923056,9.010036,0.578608,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
10.669058,10.105525,0.718234,-0.682293,9.394813,0.470605,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
10.910942,10.162947,-1.29317,-0.671083,9.076707,-0.256656,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
8.10829,10.202773,-1.187058,-0.662549,9.814899,-0.690466,8,2.399316,-0.173633,-0.029717,0.327901,46.987556,116.3405514,40.0035669,50.153912,0
8.894788,10.348508,-0.162175,-0.606504,10.264636,-0.718314,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
10.114267,10.767218,-1.349572,-0.718844,9.220509,-1.089305,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
6.339417,11.117835,-2.279224,-0.936908,9.309958,-1.509977,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
3.091078,11.097104,-0.633656,-1.030608,10.964997,-1.524494,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
5.254817,10.988153,0.882806,-0.925629,11.080453,-1.523578,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
7.202076,11.099617,-1.427579,-0.864512,9.561018,-1.822208,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
3.973696,11.164065,-2.734518,-1.010596,9.688337,-1.994622,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
0.470312,10.837506,0.061818,-0.973583,10.755628,-1.845827,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
0.250955,10.295732,0.621958,-0.863853,10.342621,-1.8185,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-1.143023,10.125113,-1.217185,-0.871483,9.867616,-1.74266,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-3.192669,10.315072,-1.188193,-0.767892,9.812393,-1.413064,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-4.40373,10.29726,-0.577682,-0.720144,9.109415,-1.190243,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-5.929621,10.1582,-0.743934,-0.857169,8.582207,-0.98439,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-7.233658,10.210269,-0.176101,-0.779914,9.117579,-0.582311,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-6.747033,10.320506,0.316296,-0.639564,9.925111,-0.090867,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-4.987687,10.445836,0.17118,-0.632342,9.752685,0.061359,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-5.29996,10.676478,0.213076,-0.788415,9.447611,0.132266,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-5.370983,10.850976,0.709535,-0.704235,10.120251,0.496899,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-3.54341,10.95892,0.913483,-0.524927,10.592606,0.785654,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-2.203873,11.068504,0.688868,-0.544846,10.036959,0.866785,10,1.670359,0.093495,0.07073,0.501768,48.04055,116.3405689,40.003577,50.180859,0
-1.942859,11.071189,0.594059,-0.488928,9.318545,0.884094,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
-2.783422,10.990088,0.392032,-0.357359,9.49413,0.937184,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
-2.912652,10.883229,0.691905,-0.375999,10.418455,1.14997,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
-0.537328,10.501348,1.05296,-0.420627,10.410131,1.215368,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
1.513536,9.971967,0.262073,-0.300362,9.529927,1.019953,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
1.658727,9.620999,-0.560919,-0.295166,9.199581,0.900288,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
2.274658,9.336065,-0.197273,-0.450069,9.356928,0.862054,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
3.930775,9.110837,-0.058905,-0.536063,9.464857,0.676046,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
4.614205,9.053726,-0.317702,-0.659033,9.712752,0.460381,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
5.034562,9.081762,0.603723,-0.688528,9.993317,0.315417,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
5.807925,9.22772,1.369581,-0.590609,9.580219,0.008355,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
4.631041,9.525875,1.204756,-0.543608,9.42582,-0.217999,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
2.875362,9.866366,1.611825,-0.440205,10.258411,-0.130021,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
3.767561,10.145496,2.014219,-0.291276,10.471457,-0.20621,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
4.73912,10.218766,0.99744,-0.286823,9.798556,-0.479979,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
3.819409,9.988162,0.187921,-0.407587,9.717195,-0.542612,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
2.898992,9.498225,0.469864,-0.406415,10.078098,-0.511582,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
2.446459,8.900784,0.267319,-0.410728,10.023269,-0.658592,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
1.55787,8.267737,0.079988,-0.495857,9.696202,-0.816612,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
0.637099,7.358549,-0.210265,-0.541823,9.668452,-0.815457,11,1.670353,0.089443,0.063073,0.399433,48.052616,116.3405843,40.003587,50.225201,0
-0.401011,6.285808,0.044275,-0.583746,9.898352,-0.706723,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-1.868716,5.430202,0.788281,-0.668208,9.906854,-0.601245,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-2.955221,4.844669,1.342851,-0.657568,9.727803,-0.55824,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-3.561231,4.495869,1.778997,-0.472002,9.649716,-0.501078,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-4.338946,4.382994,2.070307,-0.369585,9.693687,-0.29432,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-4.53436,4.417881,2.209478,-0.258486,9.837652,-0.086236,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-3.645069,4.768041,1.519149,-0.089599,9.845592,0.034268,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-2.759375,5.449857,0.803167,-0.077875,9.72359,0.199334,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-2.308732,6.092574,0.608627,-0.128885,9.751555,0.31034,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-1.018539,6.521727,0.453562,-0.174157,9.956976,0.315453,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
0.23077,6.859523,0.304525,-0.166597,9.936763,0.418226,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
0.260618,7.111484,-0.026033,-0.147161,9.655572,0.492375,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-0.332606,7.162915,-0.134605,-0.179357,9.545821,0.418901,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
-0.133933,7.018208,0.230391,-0.234283,9.562483,0.409699,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
0.571091,6.720691,0.797618,-0.197171,9.595784,0.483542,11,1.63292,0.14769,0.065976,0.01531,47.023396,116.3405984,40.00361,50.224747,0
